smiles
O=C(O)c1ccc([C@@H]2Nc3c(Cl)cc(Cl)cc3[C@@H]3C=CC[C@H]32)cc1
O=[N+]([O-])c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@@H](c1cccc(Cl)c1Cl)N2
O=[N+]([O-])c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1ccc(Br)cc1)N2
O=[N+]([O-])c1ccccc1[C@@H]1Nc2c(Cl)ccc(Cl)c2[C@H]2C=CC[C@@H]21
O=C(O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@@H](c1cccc(Cl)c1Cl)N2
CCCCCCN1C(=O)/C(=C/C2=Cc3ccccc3O[C@@H]2C)SC1=S
Cn1c(/N=N/c2c(-c3ccccc3)n(C)c3ccccc23)nc2ccccc21
CCCCc1ccc(/N=N/C2=NN(c3cccc(Cl)c3)C(=O)[C@H]2C)cc1
Cc1ccc(NC2=NC(=O)/C(=C/c3ccc(Cl)cc3)S2)cc1Cl
COc1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1ccc(Br)cc1)N2
Cc1ccc([C@H](Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc1
O=C(O)c1ccc2c(c1)[C@@H]1C=CC[C@H]1[C@H](c1ccccc1C(F)(F)F)N2
O=[N+]([O-])c1ccc([C@@H]2Nc3ccc(Br)cc3[C@@H]3C=CC[C@@H]32)cc1
Oc1ccc(-c2nc3ccccc3s2)cc1CNCc1cccc(F)c1
Cc1ccccc1/N=N/c1ccc(NC(=O)COc2ccccc2)cc1C
Cc1cccc(N2C(=O)/C(=C\c3ccc(C(C)C)cc3)SC2=S)c1
CCN1/C(=C\C(=S)c2ccccc2)Sc2c1ccc1c2CCCC1
O=C1/C(=C\c2cccc(Cl)c2)SC(=S)N1c1ccc(Cl)cc1
COC(=O)c1cccc2c1N[C@H](c1ccc(Cl)cc1Cl)[C@@H]1CC=C[C@@H]21
O=[N+]([O-])c1cccc([C@@H]2Nc3ccc(Br)cc3[C@H]3C=CC[C@@H]32)c1
COc1ccc2c(c1)c(=O)oc1cc(OCc3cc(C)cc(C)c3)ccc12
COc1ccc(Cl)c2c1N[C@H](c1cccc3ccccc13)[C@H]1CC=C[C@@H]21
CC(C)(C)c1ccc(Oc2ccc3noc4c3c2C(=O)c2ccccc2-4)cc1
Cc1ccc(N2C(=O)/C(=C/c3c(F)cccc3Cl)SC2=S)cc1
CC(C)C(=O)N[C@H](c1ccc(C(C)C)cc1)c1ccc2ccccc2c1O
O=[N+]([O-])c1cccc2c1N[C@H](c1cccc(Cl)c1Cl)[C@H]1CC=C[C@H]21
CN1CCCc2cc(C=C3c4ccccc4C(=O)c4ccccc43)ccc21
Cc1ccc(NC2=NC(=O)/C(=C/c3ccc(C(C)C)cc3)S2)cc1Cl
Oc1ccc(NCc2ccc(OCc3ccc(Cl)cc3Cl)cc2)cc1
COc1ccc(C)c2c1N[C@H](c1ccc(Br)cc1)[C@H]1CC=C[C@H]21
O=C(O)c1ccc2c(c1)[C@@H]1C=CC[C@H]1[C@@H](c1ccc(Cl)cc1Cl)N2
O=C(O)c1ccc([C@@H]2Nc3c(-c4ccccc4)cccc3[C@@H]3C=CC[C@H]32)cc1
O=C(O)CCc1ccc(-c2cccs2)n1-c1ccc(Cl)c(Cl)c1
O=[N+]([O-])c1ccccc1[C@@H]1Nc2ccc(Br)cc2[C@H]2C=CC[C@H]21
O=[N+]([O-])c1ccc(-c2c(O)c3ccccc3c3nc4ccccc4nc23)cc1
CC(=O)N1c2ccc(Cl)cc2[C@@H]2C=CC[C@@H]2[C@@H]1c1cccc2ccccc12
CCOC(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1ccc(Cl)cc1)N2
O=C(O)c1ccc([C@@H]2Nc3c(Cl)cc(Cl)cc3[C@@H]3C=CC[C@@H]32)cc1
CC(C)CC(=O)N[C@H](c1ccccc1Cl)c1c(O)ccc2ccccc12
Cc1ccc(C)n1-c1ccc(Oc2ccc(-n3c(C)ccc3C)cc2)cc1
C[C@@H](c1ccccc1O)n1cnc(-c2ccccc2)c1-c1cccc(O)c1
CN1CCN(C2=C3C(=O)NON3[C@@H]([N+](=O)[O-])C=C2)CC1
O=c1cc(Cn2cnc([N+](=O)[O-])n2)nc2[nH]cnn12
C[C@@H](O)CN=c1[nH]cc([N+](=O)[O-])c(=NC[C@@H](C)O)[nH]1
O=c1ccc([N+](=O)[O-])cn1[C@H]1O[C@H](CO)[C@H](O)[C@@H]1O
C[N+](C)(C)C[C@@H](C[C@H](O)CO)OP(=O)(O)O
O=C(Cn1ccnc1[N+](=O)[O-])N(CCO)CCO
Nc1nc(NCCO)nc(NCCO)c1[N+](=O)[O-]
O=[N+]([O-])c1cccn2nc([C@@H]3O[C@@H](CO)[C@@H](O)[C@@H]3O)nc12
C[N+](C)(C)C[C@@H](C[C@@H](O)CO)OP(=O)(O)O
NN1CC[N+]2(CC1)CC[N+]1(CCN(N)CC1)CC2
CCNC(=S)NNC1=c2cc([N+](=O)[O-])ccc2=NC1=O
O=c1oc(=O)c2c1c1c(=O)oc(=O)c1c1c(=O)oc(=O)c21
CC(=O)OCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
NC(=O)Cn1nc([N+](=O)[O-])nc1Sc1ncn[nH]1
Nc1nc(=O)n([C@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)cc1[N+](=O)[O-]
CN1CCN(C2=C3C(=O)NON3[C@H]([N+](=O)[O-])C=C2)CC1
O=[N+]([O-])C(F)(CNCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
O=C(NC[C@@H]1CNC[C@@H]1O)c1cc([N+](=O)[O-])n[nH]1
COC(=O)c1n[nH]nc1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
Nc1c([N+](=O)[O-])c2no[n+]([O-])c2c2no[n+]([O-])c12
CN(C)[C@H]1CN(C(=O)Cn2cc([N+](=O)[O-])cn2)C[C@@H]1O
O=C(NC[C@H]1CNC[C@H]1O)c1cc([N+](=O)[O-])n[nH]1
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1[N+](=O)[O-]
O=C(Cn1cnc([N+](=O)[O-])n1)NCCO[N+](=O)[O-]
O=[N+]([O-])c1cccn2nc([C@H]3O[C@@H](CO)[C@@H](O)[C@@H]3O)nc12
CN(C)C(=O)CNC(=O)Cn1cc([N+](=O)[O-])cn1
O=c1ccc([N+](=O)[O-])cn1[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O
C[N+](C)(C)C[C@H](C[C@@H](O)CO)OP(=O)(O)O
O=c1ccc([N+](=O)[O-])cn1[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O
CC1([N+](=O)[O-])CN(CC(=O)O)CN(CC(=O)O)C1
O=C(NC[C@H]1CNC[C@@H]1O)c1cc([N+](=O)[O-])n[nH]1
O=[N+]([O-])c1cccn2nc([C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O)nc12
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1[N+](=O)[O-]
O=c1c2c([N+](=O)[O-])cnn2c(=O)c2c([N+](=O)[O-])cnn12
O=c1ccc([N+](=O)[O-])cn1[C@H]1O[C@H](CO)[C@H](O)[C@H]1O
O=[N+]([O-])C(F)(CC(CO)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
NC(=O)CCC(CCC(N)=O)(CCC(N)=O)[N+](=O)[O-]
O=C(NC[C@@H]1CNC[C@H]1O)c1cc([N+](=O)[O-])n[nH]1
COc1cccc(CN2CCC[C@@]3(CCN(S(=O)(=O)N(C)C)C3)C2=O)c1
CS(=O)(=O)N1CC[C@@]2(O)CCN(C(=O)c3ccc4occc4c3)C[C@H]2C1
Nc1nc2cc(C(=O)N3CCC[C@H](Cn4cc(C(=O)O)nn4)C3)ccc2s1
CN(C)CCN(C)C(=O)[C@H]1CCCN(C2CCN(Cc3ccncc3)CC2)C1
O=C(NCCc1ccncc1)c1cccc(S(=O)(=O)NCc2ccon2)c1
CN(CCNC(=O)Nc1ccccc1CCc1ccccn1)S(C)(=O)=O
COC(=O)[C@@H]1N[C@H](c2ccc(OC)cc2)[C@@H]2C(=O)N(c3ccccc3)C(=O)[C@H]12
O=C([C@@H]1CCc2sc(N3CCOCC3)nc2C1)N1CC(N2CCCCC2)C1
CC(C)c1cc(C(=O)N[C@H]2C[C@H]3CO[C@@H](c4ccccc4)CN3C2)nc(=N)[nH]1
